N,q,log2_q,fully_split,problem,l_M,k_s,n_c,B,distribution,dist_sd,n_LWE,m_LWE,n_SIS,m_SIS,mode,hiding_attack,hiding_log2_rop,hiding_log2_red,hiding_log2_mem,hiding_bkz_beta,hiding_beta,hiding_tag,binding_attack,binding_norm,binding_log2_rop,binding_bkz_beta,binding_beta,inf_binding_log2_rop,inf_binding_attack,inf_binding_log2_red,inf_binding_log2_mem,inf_binding_d,l2_binding_log2_rop,l2_binding_attack,l2_binding_log2_red,l2_binding_log2_mem,l2_binding_d,opening_length,random_length,s_SW,smallwood_rows,range_degree,range_grade,accepted,rejection_reason,notes
512,1054721,20.008,true,commitment_hiding+binding,2,2,2,16,uniform,9.5219,1024,1024,1024,3072,rough,usvp,220.460,220.460,,2044,755,usvp,lattice,l2,796.868,3072,2729,1605.597,lattice,1605.597,,3072,796.868,lattice,796.868,,3072,3072,2048,16,192.000,33,direct,yes,,
512,1054721,20.008,true,commitment_hiding+binding,2,2,3,8,uniform,4.89898,1024,1536,1536,3584,rough,usvp,188.048,188.048,,2204,644,usvp,,,,,,,,,,,,,,,,3584,2560,16,224.000,17,direct,no,binding failed,
512,1054721,20.008,true,commitment_hiding+binding,2,2,3,16,uniform,9.5219,1024,1536,1536,3584,rough,usvp,214.620,214.620,,2300,735,usvp,,,,,,,,,,,,,,,,3584,2560,16,224.000,33,direct,no,binding failed,
512,1054721,20.008,true,commitment_hiding+binding,2,2,4,8,uniform,4.89898,1024,2048,2048,4096,rough,usvp,188.048,188.048,,2204,644,usvp,,,,,,,,,,,,,,,,4096,3072,16,256.000,17,direct,no,binding failed,
512,1054721,20.008,true,commitment_hiding+binding,2,2,4,16,uniform,9.5219,1024,2048,2048,4096,rough,usvp,214.620,214.620,,2300,735,usvp,,,,,,,,,,,,,,,,4096,3072,16,256.000,33,direct,no,binding failed,
512,1054721,20.008,true,commitment_hiding+binding,2,2,5,8,uniform,4.89898,1024,2560,2560,4608,rough,usvp,188.048,188.048,,2204,644,usvp,,,,,,,,,,,,,,,,4608,3584,16,288.000,17,direct,no,binding failed,
512,1054721,20.008,true,commitment_hiding+binding,2,2,5,16,uniform,9.5219,1024,2560,2560,4608,rough,usvp,214.620,214.620,,2300,735,usvp,,,,,,,,,,,,,,,,4608,3584,16,288.000,33,direct,no,binding failed,
512,1054721,20.008,true,commitment_hiding+binding,2,2,6,8,uniform,4.89898,1024,3072,3072,5120,rough,usvp,188.048,188.048,,2204,644,usvp,,,,,,,,,,,,,,,,5120,4096,16,320.000,17,direct,no,binding failed,
512,1054721,20.008,true,commitment_hiding+binding,2,2,6,16,uniform,9.5219,1024,3072,3072,5120,rough,usvp,214.620,214.620,,2300,735,usvp,,,,,,,,,,,,,,,,5120,4096,16,320.000,33,direct,no,binding failed,
512,1054721,20.008,true,commitment_hiding+binding,2,2,8,8,uniform,4.89898,1024,4096,4096,6144,rough,usvp,188.048,188.048,,2204,644,usvp,,,,,,,,,,,,,,,,6144,5120,16,384.000,17,direct,no,binding failed,
512,1054721,20.008,true,commitment_hiding+binding,2,2,8,16,uniform,9.5219,1024,4096,4096,6144,rough,usvp,214.620,214.620,,2300,735,usvp,,,,,,,,,,,,,,,,6144,5120,16,384.000,33,direct,no,binding failed,
512,1054721,20.008,true,commitment_hiding+binding,2,2,10,8,uniform,4.89898,1024,5120,5120,7168,rough,usvp,188.048,188.048,,2204,644,usvp,,,,,,,,,,,,,,,,7168,6144,16,448.000,17,direct,no,binding failed,
512,1054721,20.008,true,commitment_hiding+binding,2,2,10,16,uniform,9.5219,1024,5120,5120,7168,rough,usvp,214.620,214.620,,2300,735,usvp,,,,,,,,,,,,,,,,7168,6144,16,448.000,33,direct,no,binding failed,
512,1054721,20.008,true,commitment_hiding+binding,2,2,12,8,uniform,4.89898,1024,6144,6144,8192,rough,usvp,188.048,188.048,,2204,644,usvp,,,,,,,,,,,,,,,,8192,7168,16,512.000,17,direct,no,binding failed,
512,1054721,20.008,true,commitment_hiding+binding,2,2,12,16,uniform,9.5219,1024,6144,6144,8192,rough,usvp,214.620,214.620,,2300,735,usvp,,,,,,,,,,,,,,,,8192,7168,16,512.000,33,direct,no,binding failed,
512,1054721,20.008,true,commitment_hiding+binding,2,4,1,8,uniform,4.89898,2048,512,512,3584,rough,dual_hybrid,439.168,439.168,,,1504,,lattice,l2,382.812,2068,1311,513.920,lattice,513.920,,3584,382.812,lattice,382.812,,2068,3584,2560,16,224.000,17,direct,yes,,
512,1054721,20.008,true,commitment_hiding+binding,2,4,1,16,uniform,9.5219,2048,512,512,3584,rough,dual_hybrid,501.364,501.364,,,1717,,lattice,l2,297.548,1879,1019,398.872,lattice,398.872,,3584,297.548,lattice,297.548,,1879,3584,2560,16,224.000,33,direct,yes,,
512,1054721,20.008,true,commitment_hiding+binding,2,4,2,8,uniform,4.89898,2048,1024,1024,4096,rough,dual_hybrid,439.168,439.168,,,1504,,lattice,l2,897.024,4096,3072,1118.944,lattice,1118.944,,4095,897.024,lattice,897.024,,4096,4096,3072,16,256.000,17,direct,yes,,
512,1054721,20.008,true,commitment_hiding+binding,2,4,2,16,uniform,9.5219,2048,1024,1024,4096,rough,dual_hybrid,501.364,501.364,,,1717,,lattice,l2,707.516,3725,2423,880.380,lattice,880.380,,4095,707.516,lattice,707.516,,3725,4096,3072,16,256.000,33,direct,yes,,
512,1054721,20.008,true,commitment_hiding+binding,2,4,3,8,uniform,4.89898,2048,1536,1536,4608,rough,dual_hybrid,439.168,439.168,,,1504,,,,,,,,,,,,,,,,,4608,3584,16,288.000,17,direct,no,binding failed,
512,1054721,20.008,true,commitment_hiding+binding,2,4,3,16,uniform,9.5219,2048,1536,1536,4608,rough,dual_hybrid,501.364,501.364,,,1717,,lattice,l2,1207.420,4608,4135,2404.597,lattice,2404.597,,4608,1207.420,lattice,1207.420,,4608,4608,3584,16,288.000,33,direct,yes,,
512,1054721,20.008,true,commitment_hiding+binding,2,4,4,8,uniform,4.89898,2048,2048,2048,5120,rough,usvp,434.204,434.204,,4095,1487,usvp,,,,,,,,,,,,,,,,5120,4096,16,320.000,17,direct,no,binding failed,
512,1054721,20.008,true,commitment_hiding+binding,2,4,4,16,uniform,9.5219,2048,2048,2048,5120,rough,usvp,495.232,495.232,,4089,1696,usvp,,,,,,,,,,,,,,,,5120,4096,16,320.000,33,direct,no,binding failed,
512,1054721,20.008,true,commitment_hiding+binding,2,4,5,8,uniform,4.89898,2048,2560,2560,5632,rough,usvp,432.452,432.452,,4302,1481,usvp,,,,,,,,,,,,,,,,5632,4608,16,352.000,17,direct,no,binding failed,
512,1054721,20.008,true,commitment_hiding+binding,2,4,5,16,uniform,9.5219,2048,2560,2560,5632,rough,usvp,488.224,488.224,,4471,1672,usvp,,,,,,,,,,,,,,,,5632,4608,16,352.000,33,direct,no,binding failed,
512,1054721,20.008,true,commitment_hiding+binding,2,4,6,8,uniform,4.89898,2048,3072,3072,6144,rough,usvp,432.452,432.452,,4302,1481,usvp,,,,,,,,,,,,,,,,6144,5120,16,384.000,17,direct,no,binding failed,
512,1054721,20.008,true,commitment_hiding+binding,2,4,6,16,uniform,9.5219,2048,3072,3072,6144,rough,usvp,488.224,488.224,,4471,1672,usvp,,,,,,,,,,,,,,,,6144,5120,16,384.000,33,direct,no,binding failed,
512,1054721,20.008,true,commitment_hiding+binding,2,4,8,8,uniform,4.89898,2048,4096,4096,7168,rough,usvp,432.452,432.452,,4302,1481,usvp,,,,,,,,,,,,,,,,7168,6144,16,448.000,17,direct,no,binding failed,
512,1054721,20.008,true,commitment_hiding+binding,2,4,8,16,uniform,9.5219,2048,4096,4096,7168,rough,usvp,488.224,488.224,,4471,1672,usvp,,,,,,,,,,,,,,,,7168,6144,16,448.000,33,direct,no,binding failed,
512,1054721,20.008,true,commitment_hiding+binding,2,4,10,8,uniform,4.89898,2048,5120,5120,8192,rough,usvp,432.452,432.452,,4302,1481,usvp,,,,,,,,,,,,,,,,8192,7168,16,512.000,17,direct,no,binding failed,
512,1054721,20.008,true,commitment_hiding+binding,2,4,10,16,uniform,9.5219,2048,5120,5120,8192,rough,usvp,488.224,488.224,,4471,1672,usvp,,,,,,,,,,,,,,,,8192,7168,16,512.000,33,direct,no,binding failed,
512,1054721,20.008,true,commitment_hiding+binding,2,4,12,8,uniform,4.89898,2048,6144,6144,9216,rough,usvp,432.452,432.452,,4302,1481,usvp,,,,,,,,,,,,,,,,9216,8192,16,576.000,17,direct,no,binding failed,
512,1054721,20.008,true,commitment_hiding+binding,2,4,12,16,uniform,9.5219,2048,6144,6144,9216,rough,usvp,488.224,488.224,,4471,1672,usvp,,,,,,,,,,,,,,,,9216,8192,16,576.000,33,direct,no,binding failed,
512,1054721,20.008,true,commitment_hiding+binding,2,6,1,8,uniform,4.89898,3072,512,512,4608,rough,,,,,,,,,,,,,,,,,,,,,,,4608,3584,16,288.000,17,direct,no,hiding failed; binding failed,
512,1054721,20.008,true,commitment_hiding+binding,2,6,1,16,uniform,9.5219,3072,512,512,4608,rough,,,,,,,,,,,,,,,,,,,,,,,4608,3584,16,288.000,33,direct,no,hiding failed; binding failed,
512,1054721,20.008,true,commitment_hiding+binding,2,6,2,8,uniform,4.89898,3072,1024,1024,5120,rough,,,,,,,,,,,,,,,,,,,,,,,5120,4096,16,320.000,17,direct,no,hiding failed; binding failed,
512,1054721,20.008,true,commitment_hiding+binding,2,6,2,16,uniform,9.5219,3072,1024,1024,5120,rough,,,,,,,,,,,,,,,,,,,,,,,5120,4096,16,320.000,33,direct,no,hiding failed; binding failed,
512,1054721,20.008,true,commitment_hiding+binding,2,6,3,8,uniform,4.89898,3072,1536,1536,5632,rough,,,,,,,,,,,,,,,,,,,,,,,5632,4608,16,352.000,17,direct,no,hiding failed; binding failed,
512,1054721,20.008,true,commitment_hiding+binding,2,6,3,16,uniform,9.5219,3072,1536,1536,5632,rough,,,,,,,,,,,,,,,,,,,,,,,5632,4608,16,352.000,33,direct,no,hiding failed; binding failed,
512,1054721,20.008,true,commitment_hiding+binding,2,6,4,8,uniform,4.89898,3072,2048,2048,6144,rough,,,,,,,,,,,,,,,,,,,,,,,6144,5120,16,384.000,17,direct,no,hiding failed; binding failed,
512,1054721,20.008,true,commitment_hiding+binding,2,6,4,16,uniform,9.5219,3072,2048,2048,6144,rough,,,,,,,,,,,,,,,,,,,,,,,6144,5120,16,384.000,33,direct,no,hiding failed; binding failed,
512,1054721,20.008,true,commitment_hiding+binding,2,6,5,8,uniform,4.89898,3072,2560,2560,6656,rough,,,,,,,,,,,,,,,,,,,,,,,6656,5632,16,416.000,17,direct,no,hiding failed; binding failed,
512,1054721,20.008,true,commitment_hiding+binding,2,6,5,16,uniform,9.5219,3072,2560,2560,6656,rough,,,,,,,,,,,,,,,,,,,,,,,6656,5632,16,416.000,33,direct,no,hiding failed; binding failed,
512,1054721,20.008,true,commitment_hiding+binding,2,6,6,8,uniform,4.89898,3072,3072,3072,7168,rough,usvp,692.916,692.916,,6131,2373,usvp,,,,,,,,,,,,,,,,7168,6144,16,448.000,17,direct,no,binding failed,
512,1054721,20.008,true,commitment_hiding+binding,2,6,6,16,uniform,9.5219,3072,3072,3072,7168,rough,usvp,784.020,784.020,,6142,2685,usvp,,,,,,,,,,,,,,,,7168,6144,16,448.000,33,direct,no,binding failed,
512,1054721,20.008,true,commitment_hiding+binding,2,6,8,8,uniform,4.89898,3072,4096,4096,8192,rough,usvp,691.748,691.748,,6274,2369,usvp,,,,,,,,,,,,,,,,8192,7168,16,512.000,17,direct,no,binding failed,
512,1054721,20.008,true,commitment_hiding+binding,2,6,8,16,uniform,9.5219,3072,4096,4096,8192,rough,usvp,777.012,777.012,,6589,2661,usvp,,,,,,,,,,,,,,,,8192,7168,16,512.000,33,direct,no,binding failed,
512,1054721,20.008,true,commitment_hiding+binding,2,6,10,8,uniform,4.89898,3072,5120,5120,9216,rough,usvp,691.748,691.748,,6274,2369,usvp,,,,,,,,,,,,,,,,9216,8192,16,576.000,17,direct,no,binding failed,
512,1054721,20.008,true,commitment_hiding+binding,2,6,10,16,uniform,9.5219,3072,5120,5120,9216,rough,usvp,777.012,777.012,,6589,2661,usvp,,,,,,,,,,,,,,,,9216,8192,16,576.000,33,direct,no,binding failed,
512,1054721,20.008,true,commitment_hiding+binding,2,6,12,8,uniform,4.89898,3072,6144,6144,10240,rough,usvp,691.748,691.748,,6274,2369,usvp,,,,,,,,,,,,,,,,10240,9216,16,640.000,17,direct,no,binding failed,
512,1054721,20.008,true,commitment_hiding+binding,2,6,12,16,uniform,9.5219,3072,6144,6144,10240,rough,usvp,777.012,777.012,,6589,2661,usvp,,,,,,,,,,,,,,,,10240,9216,16,640.000,33,direct,no,binding failed,
512,1054721,20.008,true,commitment_hiding+binding,2,8,1,8,uniform,4.89898,4096,512,512,5632,rough,,,,,,,,,,,,,,,,,,,,,,,5632,4608,16,352.000,17,direct,no,hiding failed; binding failed,
512,1054721,20.008,true,commitment_hiding+binding,2,8,1,16,uniform,9.5219,4096,512,512,5632,rough,,,,,,,,,,,,,,,,,,,,,,,5632,4608,16,352.000,33,direct,no,hiding failed; binding failed,
512,1054721,20.008,true,commitment_hiding+binding,2,8,2,8,uniform,4.89898,4096,1024,1024,6144,rough,,,,,,,,,,,,,,,,,,,,,,,6144,5120,16,384.000,17,direct,no,hiding failed; binding failed,
512,1054721,20.008,true,commitment_hiding+binding,2,8,2,16,uniform,9.5219,4096,1024,1024,6144,rough,,,,,,,,,,,,,,,,,,,,,,,6144,5120,16,384.000,33,direct,no,hiding failed; binding failed,
512,1054721,20.008,true,commitment_hiding+binding,2,8,3,8,uniform,4.89898,4096,1536,1536,6656,rough,,,,,,,,,,,,,,,,,,,,,,,6656,5632,16,416.000,17,direct,no,hiding failed; binding failed,
512,1054721,20.008,true,commitment_hiding+binding,2,8,3,16,uniform,9.5219,4096,1536,1536,6656,rough,,,,,,,,,,,,,,,,,,,,,,,6656,5632,16,416.000,33,direct,no,hiding failed; binding failed,
512,1054721,20.008,true,commitment_hiding+binding,2,8,4,8,uniform,4.89898,4096,2048,2048,7168,rough,,,,,,,,,,,,,,,,,,,,,,,7168,6144,16,448.000,17,direct,no,hiding failed; binding failed,
512,1054721,20.008,true,commitment_hiding+binding,2,8,4,16,uniform,9.5219,4096,2048,2048,7168,rough,,,,,,,,,,,,,,,,,,,,,,,7168,6144,16,448.000,33,direct,no,hiding failed; binding failed,
512,1054721,20.008,true,commitment_hiding+binding,2,8,5,8,uniform,4.89898,4096,2560,2560,7680,rough,,,,,,,,,,,,,,,,,,,,,,,7680,6656,16,480.000,17,direct,no,hiding failed; binding failed,
512,1054721,20.008,true,commitment_hiding+binding,2,8,5,16,uniform,9.5219,4096,2560,2560,7680,rough,,,,,,,,,,,,,,,,,,,,,,,7680,6656,16,480.000,33,direct,no,hiding failed; binding failed,
512,1054721,20.008,true,commitment_hiding+binding,2,8,6,8,uniform,4.89898,4096,3072,3072,8192,rough,,,,,,,,,,,,,,,,,,,,,,,8192,7168,16,512.000,17,direct,no,hiding failed; binding failed,
512,1054721,20.008,true,commitment_hiding+binding,2,8,6,16,uniform,9.5219,4096,3072,3072,8192,rough,,,,,,,,,,,,,,,,,,,,,,,8192,7168,16,512.000,33,direct,no,hiding failed; binding failed,
512,1054721,20.008,true,commitment_hiding+binding,2,8,8,8,uniform,4.89898,4096,4096,4096,9216,rough,usvp,960.096,960.096,,8186,3288,usvp,,,,,,,,,,,,,,,,9216,8192,16,576.000,17,direct,no,binding failed,
512,1054721,20.008,true,commitment_hiding+binding,2,8,8,16,uniform,9.5219,4096,4096,4096,9216,rough,usvp,1081.568,1081.568,,8190,3704,usvp,,,,,,,,,,,,,,,,9216,8192,16,576.000,33,direct,no,binding failed,
512,1054721,20.008,true,commitment_hiding+binding,2,8,10,8,uniform,4.89898,4096,5120,5120,10240,rough,usvp,959.220,959.220,,8381,3285,usvp,,,,,,,,,,,,,,,,10240,9216,16,640.000,17,direct,no,binding failed,
512,1054721,20.008,true,commitment_hiding+binding,2,8,10,16,uniform,9.5219,4096,5120,5120,10240,rough,usvp,1074.560,1074.560,,8737,3680,usvp,,,,,,,,,,,,,,,,10240,9216,16,640.000,33,direct,no,binding failed,
512,1054721,20.008,true,commitment_hiding+binding,2,8,12,8,uniform,4.89898,4096,6144,6144,11264,rough,usvp,959.220,959.220,,8381,3285,usvp,,,,,,,,,,,,,,,,11264,10240,16,704.000,17,direct,no,binding failed,
512,1054721,20.008,true,commitment_hiding+binding,2,8,12,16,uniform,9.5219,4096,6144,6144,11264,rough,usvp,1074.560,1074.560,,8737,3680,usvp,,,,,,,,,,,,,,,,11264,10240,16,704.000,33,direct,no,binding failed,
512,1054721,20.008,true,commitment_hiding+binding,4,1,1,8,uniform,4.89898,512,512,512,3072,rough,usvp,78.548,78.548,,1019,269,usvp,,,,,,,,,,,,,,,,3072,1024,16,192.000,17,direct,no,hiding below target; binding failed,
512,1054721,20.008,true,commitment_hiding+binding,4,1,1,16,uniform,9.5219,512,512,512,3072,rough,usvp,93.440,93.440,,1023,320,usvp,,,,,,,,,,,,,,,,3072,1024,16,192.000,33,direct,no,hiding below target; binding failed,
512,1054721,20.008,true,commitment_hiding+binding,4,1,2,8,uniform,4.89898,512,1024,1024,3584,rough,usvp,76.504,76.504,,1153,262,usvp,,,,,,,,,,,,,,,,3584,1536,16,224.000,17,direct,no,hiding below target; binding failed,
512,1054721,20.008,true,commitment_hiding+binding,4,1,2,16,uniform,9.5219,512,1024,1024,3584,rough,usvp,89.060,89.060,,1182,305,usvp,,,,,,,,,,,,,,,,3584,1536,16,224.000,33,direct,no,hiding below target; binding failed,
512,1054721,20.008,true,commitment_hiding+binding,4,1,3,8,uniform,4.89898,512,1536,1536,4096,rough,usvp,76.504,76.504,,1153,262,usvp,,,,,,,,,,,,,,,,4096,2048,16,256.000,17,direct,no,hiding below target; binding failed,
512,1054721,20.008,true,commitment_hiding+binding,4,1,3,16,uniform,9.5219,512,1536,1536,4096,rough,usvp,89.060,89.060,,1182,305,usvp,,,,,,,,,,,,,,,,4096,2048,16,256.000,33,direct,no,hiding below target; binding failed,
512,1054721,20.008,true,commitment_hiding+binding,4,1,4,8,uniform,4.89898,512,2048,2048,4608,rough,usvp,76.504,76.504,,1153,262,usvp,,,,,,,,,,,,,,,,4608,2560,16,288.000,17,direct,no,hiding below target; binding failed,
512,1054721,20.008,true,commitment_hiding+binding,4,1,4,16,uniform,9.5219,512,2048,2048,4608,rough,usvp,89.060,89.060,,1182,305,usvp,,,,,,,,,,,,,,,,4608,2560,16,288.000,33,direct,no,hiding below target; binding failed,
512,1054721,20.008,true,commitment_hiding+binding,4,1,5,8,uniform,4.89898,512,2560,2560,5120,rough,usvp,76.504,76.504,,1153,262,usvp,,,,,,,,,,,,,,,,5120,3072,16,320.000,17,direct,no,hiding below target; binding failed,
512,1054721,20.008,true,commitment_hiding+binding,4,1,5,16,uniform,9.5219,512,2560,2560,5120,rough,usvp,89.060,89.060,,1182,305,usvp,,,,,,,,,,,,,,,,5120,3072,16,320.000,33,direct,no,hiding below target; binding failed,
512,1054721,20.008,true,commitment_hiding+binding,4,1,6,8,uniform,4.89898,512,3072,3072,5632,rough,usvp,76.504,76.504,,1153,262,usvp,,,,,,,,,,,,,,,,5632,3584,16,352.000,17,direct,no,hiding below target; binding failed,
512,1054721,20.008,true,commitment_hiding+binding,4,1,6,16,uniform,9.5219,512,3072,3072,5632,rough,usvp,89.060,89.060,,1182,305,usvp,,,,,,,,,,,,,,,,5632,3584,16,352.000,33,direct,no,hiding below target; binding failed,
512,1054721,20.008,true,commitment_hiding+binding,4,1,8,8,uniform,4.89898,512,4096,4096,6656,rough,usvp,76.504,76.504,,1153,262,usvp,,,,,,,,,,,,,,,,6656,4608,16,416.000,17,direct,no,hiding below target; binding failed,
512,1054721,20.008,true,commitment_hiding+binding,4,1,8,16,uniform,9.5219,512,4096,4096,6656,rough,usvp,89.060,89.060,,1182,305,usvp,,,,,,,,,,,,,,,,6656,4608,16,416.000,33,direct,no,hiding below target; binding failed,
512,1054721,20.008,true,commitment_hiding+binding,4,1,10,8,uniform,4.89898,512,5120,5120,7680,rough,usvp,76.504,76.504,,1153,262,usvp,,,,,,,,,,,,,,,,7680,5632,16,480.000,17,direct,no,hiding below target; binding failed,
512,1054721,20.008,true,commitment_hiding+binding,4,1,10,16,uniform,9.5219,512,5120,5120,7680,rough,usvp,89.060,89.060,,1182,305,usvp,,,,,,,,,,,,,,,,7680,5632,16,480.000,33,direct,no,hiding below target; binding failed,
512,1054721,20.008,true,commitment_hiding+binding,4,1,12,8,uniform,4.89898,512,6144,6144,8704,rough,usvp,76.504,76.504,,1153,262,usvp,,,,,,,,,,,,,,,,8704,6656,16,544.000,17,direct,no,hiding below target; binding failed,
512,1054721,20.008,true,commitment_hiding+binding,4,1,12,16,uniform,9.5219,512,6144,6144,8704,rough,usvp,89.060,89.060,,1182,305,usvp,,,,,,,,,,,,,,,,8704,6656,16,544.000,33,direct,no,hiding below target; binding failed,
512,1054721,20.008,true,commitment_hiding+binding,4,2,1,8,uniform,4.89898,1024,512,512,3584,rough,dual_hybrid,194.408,194.180,,,665,,lattice,l2,382.812,2068,1311,513.920,lattice,513.920,,3584,382.812,lattice,382.812,,2068,3584,1536,16,224.000,17,direct,yes,,
512,1054721,20.008,true,commitment_hiding+binding,4,2,1,16,uniform,9.5219,1024,512,512,3584,rough,dual_hybrid,225.959,225.716,,,773,,lattice,l2,297.548,1879,1019,398.872,lattice,398.872,,3584,297.548,lattice,297.548,,1879,3584,1536,16,224.000,33,direct,yes,,
512,1054721,20.008,true,commitment_hiding+binding,4,2,2,8,uniform,4.89898,1024,1024,1024,4096,rough,usvp,190.092,190.092,,2046,651,usvp,lattice,l2,897.024,4096,3072,1118.944,lattice,1118.944,,4095,897.024,lattice,897.024,,4096,4096,2048,16,256.000,17,direct,yes,,
512,1054721,20.008,true,commitment_hiding+binding,4,2,2,16,uniform,9.5219,1024,1024,1024,4096,rough,usvp,220.460,220.460,,2044,755,usvp,lattice,l2,707.516,3725,2423,880.380,lattice,880.380,,4095,707.516,lattice,707.516,,3725,4096,2048,16,256.000,33,direct,yes,,
512,1054721,20.008,true,commitment_hiding+binding,4,2,3,8,uniform,4.89898,1024,1536,1536,4608,rough,usvp,188.048,188.048,,2204,644,usvp,,,,,,,,,,,,,,,,4608,2560,16,288.000,17,direct,no,binding failed,
512,1054721,20.008,true,commitment_hiding+binding,4,2,3,16,uniform,9.5219,1024,1536,1536,4608,rough,usvp,214.620,214.620,,2300,735,usvp,lattice,l2,1207.420,4608,4135,2404.597,lattice,2404.597,,4608,1207.420,lattice,1207.420,,4608,4608,2560,16,288.000,33,direct,yes,,
512,1054721,20.008,true,commitment_hiding+binding,4,2,4,8,uniform,4.89898,1024,2048,2048,5120,rough,usvp,188.048,188.048,,2204,644,usvp,,,,,,,,,,,,,,,,5120,3072,16,320.000,17,direct,no,binding failed,
512,1054721,20.008,true,commitment_hiding+binding,4,2,4,16,uniform,9.5219,1024,2048,2048,5120,rough,usvp,214.620,214.620,,2300,735,usvp,,,,,,,,,,,,,,,,5120,3072,16,320.000,33,direct,no,binding failed,
512,1054721,20.008,true,commitment_hiding+binding,4,2,5,8,uniform,4.89898,1024,2560,2560,5632,rough,usvp,188.048,188.048,,2204,644,usvp,,,,,,,,,,,,,,,,5632,3584,16,352.000,17,direct,no,binding failed,
512,1054721,20.008,true,commitment_hiding+binding,4,2,5,16,uniform,9.5219,1024,2560,2560,5632,rough,usvp,214.620,214.620,,2300,735,usvp,,,,,,,,,,,,,,,,5632,3584,16,352.000,33,direct,no,binding failed,
512,1054721,20.008,true,commitment_hiding+binding,4,2,6,8,uniform,4.89898,1024,3072,3072,6144,rough,usvp,188.048,188.048,,2204,644,usvp,,,,,,,,,,,,,,,,6144,4096,16,384.000,17,direct,no,binding failed,
512,1054721,20.008,true,commitment_hiding+binding,4,2,6,16,uniform,9.5219,1024,3072,3072,6144,rough,usvp,214.620,214.620,,2300,735,usvp,,,,,,,,,,,,,,,,6144,4096,16,384.000,33,direct,no,binding failed,
512,1054721,20.008,true,commitment_hiding+binding,4,2,8,8,uniform,4.89898,1024,4096,4096,7168,rough,usvp,188.048,188.048,,2204,644,usvp,,,,,,,,,,,,,,,,7168,5120,16,448.000,17,direct,no,binding failed,
512,1054721,20.008,true,commitment_hiding+binding,4,2,8,16,uniform,9.5219,1024,4096,4096,7168,rough,usvp,214.620,214.620,,2300,735,usvp,,,,,,,,,,,,,,,,7168,5120,16,448.000,33,direct,no,binding failed,
512,1054721,20.008,true,commitment_hiding+binding,4,2,10,8,uniform,4.89898,1024,5120,5120,8192,rough,usvp,188.048,188.048,,2204,644,usvp,,,,,,,,,,,,,,,,8192,6144,16,512.000,17,direct,no,binding failed,
512,1054721,20.008,true,commitment_hiding+binding,4,2,10,16,uniform,9.5219,1024,5120,5120,8192,rough,usvp,214.620,214.620,,2300,735,usvp,,,,,,,,,,,,,,,,8192,6144,16,512.000,33,direct,no,binding failed,
512,1054721,20.008,true,commitment_hiding+binding,4,2,12,8,uniform,4.89898,1024,6144,6144,9216,rough,usvp,188.048,188.048,,2204,644,usvp,,,,,,,,,,,,,,,,9216,7168,16,576.000,17,direct,no,binding failed,
512,1054721,20.008,true,commitment_hiding+binding,4,2,12,16,uniform,9.5219,1024,6144,6144,9216,rough,usvp,214.620,214.620,,2300,735,usvp,,,,,,,,,,,,,,,,9216,7168,16,576.000,33,direct,no,binding failed,
512,1054721,20.008,true,commitment_hiding+binding,4,4,1,8,uniform,4.89898,2048,512,512,4608,rough,dual_hybrid,439.168,439.168,,,1504,,lattice,l2,365.000,2031,1250,500.780,lattice,500.780,,4607,365.000,lattice,365.000,,2031,4608,2560,16,288.000,17,direct,yes,,
512,1054721,20.008,true,commitment_hiding+binding,4,4,1,16,uniform,9.5219,2048,512,512,4608,rough,dual_hybrid,501.364,501.364,,,1717,,lattice,l2,284.992,1848,976,388.652,lattice,388.652,,4607,284.992,lattice,284.992,,1848,4608,2560,16,288.000,33,direct,yes,,
512,1054721,20.008,true,commitment_hiding+binding,4,4,2,8,uniform,4.89898,2048,1024,1024,5120,rough,dual_hybrid,439.168,439.168,,,1504,,,,862.276,,,,,,,,862.276,lattice,862.276,,4032,5120,3072,16,320.000,17,direct,yes,,
512,1054721,20.008,true,commitment_hiding+binding,4,4,2,16,uniform,9.5219,2048,1024,1024,5120,rough,dual_hybrid,501.364,501.364,,,1717,,,,682.404,,,,,,,,682.404,lattice,682.404,,3671,5120,3072,16,320.000,33,direct,yes,,
512,1054721,20.008,true,commitment_hiding+binding,4,4,3,8,uniform,4.89898,2048,1536,1536,5632,rough,dual_hybrid,439.168,439.168,,,1504,,,,1402.184,,,,,,,,1402.184,lattice,1402.184,,5632,5632,3584,16,352.000,17,direct,yes,,
512,1054721,20.008,true,commitment_hiding+binding,4,4,3,16,uniform,9.5219,2048,1536,1536,5632,rough,dual_hybrid,501.364,501.364,,,1717,,,,1110.768,,,,,,,,1110.768,lattice,1110.768,,5473,5632,3584,16,352.000,33,direct,yes,,
512,1054721,20.008,true,commitment_hiding+binding,4,4,4,8,uniform,4.89898,2048,2048,2048,6144,rough,usvp,434.204,434.204,,4095,1487,usvp,,,,,,,,,,,,,,,,6144,4096,16,384.000,17,direct,no,binding failed,
512,1054721,20.008,true,commitment_hiding+binding,4,4,4,16,uniform,9.5219,2048,2048,2048,6144,rough,usvp,495.232,495.232,,4089,1696,usvp,,,1619.432,,,,,,,,1619.432,lattice,1619.432,,6144,6144,4096,16,384.000,33,direct,yes,,
